absX	absZ	level	id	name	count
2998	3705	0	313	Fishing bait	1
2999	3701	0	303	Small fishing net	1
2999	3702	0	526	Bones	1
3002	3698	0	966	Tile	1
2978	3763	0	526	Bones	1
2980	3764	0	526	Bones	1
2947	3898	0	564	Cosmic rune	3
2960	3899	0	555	Water rune	5
2992	3920	0	526	Bones	1
2994	3924	0	526	Bones	1
2995	3922	0	526	Bones	1
3002	3922	0	526	Bones	1
3004	3923	0	526	Bones	1
3026	10325	0	125	Attack potion(1)	1
3044	10313	0	199	Herb	1
3010	3208	0	1005	White apron	1
3016	3244	1	877	Bolts	1
3028	3259	1	877	Bolts	1
3016	3295	0	1944	Egg	1
3017	3295	0	1944	Egg	1
3020	3291	0	1925	Bucket	1
3026	3289	0	1925	Bucket	1
3009	3342	0	1265	Bronze pickaxe	1
3059	3487	1	544	Monk's robe	1
3059	3488	1	542	Monk's robe	1
3021	3637	0	559	Body rune	5
3021	3640	0	562	Chaos rune	5
3023	3640	0	558	Mind rune	5
3026	3637	0	554	Fire rune	5
3028	3637	0	555	Water rune	5
3030	3637	0	556	Air rune	5
3032	3637	0	557	Earth rune	5
3039	3706	0	1982	Tomato	1
3039	3707	0	1985	Cheese	1
3069	3831	0	1153	Iron full helm	1
3065	3864	0	1654	Gold necklace	1
3042	3952	0	2333	Half a redberry pie	1
3120	9567	0	553	Skull	1
3076	9777	0	1139	Bronze med helm	1
3092	9755	0	277	Oil can	1
3101	9825	0	526	Bones	1
3107	9823	0	526	Bones	1
3109	9823	0	526	Bones	1
3110	9825	0	526	Bones	1
3088	9898	0	995	Coins	4
3088	9899	0	995	Coins	1
3091	9899	0	995	Coins	1
3093	9879	0	526	Bones	1
3093	9884	0	526	Bones	1
3094	9906	0	526	Bones	1
3097	9901	0	526	Bones	1
3098	9886	0	526	Bones	1
3116	9891	0	526	Bones	1
3119	9894	0	526	Bones	1
3120	9894	0	526	Bones	1
3122	9881	0	1009	Brass necklace	1
3122	9891	0	526	Bones	1
3130	9903	0	882	Bronze arrow	3
3131	9862	0	983	Brass key	1
3135	9916	0	882	Bronze arrow	1
3103	9953	0	526	Bones	1
3104	9950	0	526	Bones	1
3110	9952	0	526	Bones	1
3110	9958	0	526	Bones	1
3111	9959	0	526	Bones	1
3112	9956	0	526	Bones	1
3116	9950	0	526	Bones	1
3117	9951	0	223	Red spiders' eggs	1
3118	9948	0	223	Red spiders' eggs	1
3119	9949	0	223	Red spiders' eggs	1
3126	9958	0	223	Red spiders' eggs	1
3127	9957	0	526	Bones	1
3128	9956	0	223	Red spiders' eggs	1
3129	9954	0	223	Red spiders' eggs	1
3125	9997	0	41	Steel arrowtips	1
3105	3159	0	1511	Logs	1
3106	3159	0	1511	Logs	1
3106	3160	0	1511	Logs	1
3111	3159	0	1061	Leather boots	1
3112	3155	1	1061	Leather boots	1
3084	3261	0	1985	Cheese	1
3087	3261	0	1982	Tomato	1
3089	3265	0	1511	Logs	1
3089	3266	0	1511	Logs	1
3084	3363	0	1967	Cabbage	1
3085	3363	0	1967	Cabbage	1
3085	3364	0	1967	Cabbage	1
3085	3365	0	1967	Cabbage	1
3086	3363	0	1967	Cabbage	1
3086	3364	0	1967	Cabbage	1
3086	3365	0	1967	Cabbage	1
3097	3366	0	273	Poison	1
3111	3367	0	276	Rubber tube	1
3120	3359	0	952	Spade	1
3121	3359	0	1925	Bucket	1
3122	3360	0	1139	Bronze med helm	1
3126	3356	0	1735	Shears	1
3108	3356	1	272	Fish food	1
3112	3369	2	590	Tinderbox	1
3074	3431	0	1931	Pot	1
3077	3439	0	1917	Beer	1
3077	3441	0	2142	Cooked meat	1
3077	3443	0	1917	Beer	1
3080	3441	0	1917	Beer	1
3080	3443	0	2142	Cooked meat	1
3081	3429	0	1265	Bronze pickaxe	1
3097	3486	0	1059	Leather gloves	1
3111	3517	0	1420	Iron mace	1
3097	3578	0	995	Coins	4
3098	3564	0	995	Coins	2
3099	3557	0	995	Coins	2
3099	3572	0	995	Coins	3
3103	3548	0	995	Coins	2
3108	3534	0	995	Coins	2
3098	3596	0	882	Bronze arrow	1
3098	3600	0	882	Bronze arrow	2
3101	3592	0	882	Bronze arrow	2
3101	3606	0	882	Bronze arrow	2
3103	3596	0	882	Bronze arrow	2
3103	3600	0	882	Bronze arrow	2
3105	3607	0	882	Bronze arrow	2
3109	3604	0	882	Bronze arrow	2
3110	3611	0	882	Bronze arrow	1
3097	3695	0	877	Bolts	1
3099	3684	0	877	Bolts	1
3099	3688	0	877	Bolts	1
3100	3697	0	526	Bones	1
3101	3702	0	877	Bolts	1
3103	3688	0	526	Bones	1
3105	3679	0	877	Bolts	1
3105	3694	0	877	Bolts	1
3109	3691	0	877	Bolts	1
3109	3697	0	877	Bolts	1
3111	3657	0	2351	Iron bar	1
3112	3682	0	877	Bolts	1
3112	3686	0	526	Bones	1
3112	3695	0	526	Bones	1
3114	3690	0	877	Bolts	1
3116	3701	0	877	Bolts	1
3117	3696	0	526	Bones	1
3076	3845	0	995	Coins	21
3085	3859	0	1119	Steel platebody	1
3091	3865	0	559	Body rune	15
3100	3862	0	1385	Staff of earth	1
3108	3859	0	995	Coins	25
3152	9560	0	1973	Chocolate bar	1
3165	9581	0	1925	Bucket	1
3188	9819	0	995	Coins	26
3188	9820	0	995	Coins	42
3189	9819	0	995	Coins	35
3190	9819	0	995	Coins	56
3191	9820	0	1009	Brass necklace	1
3191	9821	0	995	Coins	66
3192	9821	0	1654	Gold necklace	1
3192	9822	0	2357	Gold bar	1
3195	9820	0	995	Coins	4
3195	9821	0	444	Gold ore	1
3195	9834	0	995	Coins	3
3196	9822	0	1641	Ruby ring	1
3138	9880	0	526	Bones	1
3141	9879	0	526	Bones	1
3142	9880	0	526	Bones	1
3143	9878	0	526	Bones	1
3162	9888	0	1349	Iron axe	1
3167	9897	0	995	Coins	8
3169	9880	0	995	Coins	5
3173	9881	0	995	Coins	7
3173	9897	0	995	Coins	1
3177	9880	0	223	Red spiders' eggs	1
3179	9881	0	223	Red spiders' eggs	1
3185	9888	0	557	Earth rune	6
3164	3169	0	1939	Swamp tar	1
3164	3180	0	1939	Swamp tar	1
3164	3187	0	1939	Swamp tar	1
3170	3167	0	1939	Swamp tar	1
3171	3177	0	1939	Swamp tar	1
3171	3191	0	1939	Swamp tar	1
3173	3166	0	1939	Swamp tar	1
3173	3178	0	1939	Swamp tar	1
3179	3190	0	1939	Swamp tar	1
3181	3193	0	1939	Swamp tar	1
3182	3165	0	1939	Swamp tar	1
3183	3180	0	1939	Swamp tar	1
3185	3161	0	1939	Swamp tar	1
3189	3163	0	1939	Swamp tar	1
3191	3162	0	1939	Swamp tar	1
3193	3181	0	1939	Swamp tar	1
3194	3168	0	1939	Swamp tar	1
3148	3211	0	1931	Pot	1
3150	3247	0	556	Air rune	1
3152	3306	0	1735	Shears	1
3143	3452	0	1973	Chocolate bar	1
3151	3399	0	1573	Doogle leaves	1
3152	3399	0	1573	Doogle leaves	1
3152	3401	0	1573	Doogle leaves	1
3156	3401	0	1573	Doogle leaves	1
3157	3400	0	1573	Doogle leaves	1
3140	3447	1	1955	Cooking apple	1
