kind	group	reqLevel	absX	absZ	level	id	name	fish
woodcut	Logs	0	2226	3186	0	3879	Tree	
woodcut	Logs	0	2228	3168	0	3879	Tree	
woodcut	Logs	0	2229	3142	0	3879	Tree	
woodcut	Logs	0	2229	3153	0	3879	Tree	
woodcut	Logs	0	2229	3156	0	3879	Tree	
woodcut	Logs	0	2231	3168	0	3879	Tree	
woodcut	Logs	0	2232	3138	0	3879	Tree	
woodcut	Logs	0	2232	3156	0	3879	Tree	
woodcut	Logs	0	2233	3185	0	3879	Tree	
woodcut	Logs	0	2234	3159	0	3879	Tree	
woodcut	Logs	0	2234	3162	0	3879	Tree	
woodcut	Logs	0	2234	3174	0	3879	Tree	
woodcut	Logs	0	2234	3192	0	3879	Tree	
woodcut	Logs	0	2234	3197	0	3879	Tree	
woodcut	Logs	0	2235	3136	0	3879	Tree	
woodcut	Logs	0	2235	3143	0	3879	Tree	
woodcut	Logs	0	2235	3151	0	3879	Tree	
woodcut	Logs	0	2236	3178	0	3879	Tree	
woodcut	Logs	0	2236	3182	0	3879	Tree	
woodcut	Logs	0	2238	3137	0	3879	Tree	
woodcut	Logs	0	2178	3163	0	3881	Tree	
woodcut	Logs	0	2178	3169	0	3881	Tree	
woodcut	Logs	0	2190	3197	0	3881	Tree	
woodcut	Logs	0	2191	3194	0	3881	Tree	
woodcut	Logs	0	2193	3166	0	3881	Tree	
woodcut	Logs	0	2196	3168	0	3881	Tree	
woodcut	Logs	0	2198	3162	0	3881	Tree	
woodcut	Logs	0	2200	3170	0	3881	Tree	
woodcut	Logs	0	2203	3147	0	3881	Tree	
woodcut	Logs	0	2203	3169	0	3881	Tree	
woodcut	Logs	0	2203	3175	0	3881	Tree	
woodcut	Logs	0	2206	3148	0	3881	Tree	
woodcut	Logs	0	2206	3171	0	3881	Tree	
woodcut	Logs	0	2209	3144	0	3881	Tree	
woodcut	Logs	0	2209	3149	0	3881	Tree	
woodcut	Logs	0	2209	3155	0	3881	Tree	
woodcut	Logs	0	2209	3184	0	3881	Tree	
woodcut	Logs	0	2215	3180	0	3881	Tree	
woodcut	Logs	0	2222	3160	0	3881	Tree	
woodcut	Logs	0	2222	3166	0	3881	Tree	
woodcut	Logs	0	2223	3163	0	3881	Tree	
woodcut	Logs	0	2224	3194	0	3881	Tree	
woodcut	Logs	0	2228	3182	0	3881	Tree	
woodcut	Logs	0	2228	3191	0	3881	Tree	
woodcut	Logs	0	2229	3165	0	3881	Tree	
woodcut	Logs	0	2231	3193	0	3881	Tree	
woodcut	Logs	0	2232	3141	0	3881	Tree	
woodcut	Logs	0	2232	3165	0	3881	Tree	
woodcut	Logs	0	2235	3139	0	3881	Tree	
woodcut	Logs	0	2177	3166	0	3882	Tree	
woodcut	Logs	0	2196	3165	0	3882	Tree	
woodcut	Logs	0	2199	3166	0	3882	Tree	
woodcut	Logs	0	2203	3143	0	3882	Tree	
woodcut	Logs	0	2203	3172	0	3882	Tree	
woodcut	Logs	0	2207	3141	0	3882	Tree	
woodcut	Logs	0	2207	3152	0	3882	Tree	
woodcut	Logs	0	2207	3180	0	3882	Tree	
woodcut	Logs	0	2210	3181	0	3882	Tree	
woodcut	Logs	0	2225	3160	0	3882	Tree	
woodcut	Logs	0	2225	3189	0	3882	Tree	
woodcut	Logs	0	2225	3197	0	3882	Tree	
woodcut	Logs	0	2226	3164	0	3882	Tree	
woodcut	Logs	0	2228	3159	0	3882	Tree	
woodcut	Logs	0	2228	3162	0	3882	Tree	
woodcut	Logs	0	2228	3195	0	3882	Tree	
woodcut	Logs	0	2230	3185	0	3882	Tree	
woodcut	Logs	0	2176	3164	0	3883	Tree	
woodcut	Logs	0	2179	3160	0	3883	Tree	
woodcut	Logs	0	2190	3171	0	3883	Tree	
woodcut	Logs	0	2193	3161	0	3883	Tree	
woodcut	Logs	0	2198	3136	0	3883	Tree	
woodcut	Logs	0	2198	3160	0	3883	Tree	
woodcut	Logs	0	2198	3191	0	3883	Tree	
woodcut	Logs	0	2199	3151	0	3883	Tree	
woodcut	Logs	0	2199	3155	0	3883	Tree	
woodcut	Logs	0	2199	3189	0	3883	Tree	
woodcut	Logs	0	2200	3138	0	3883	Tree	
woodcut	Logs	0	2201	3144	0	3883	Tree	
woodcut	Logs	0	2204	3181	0	3883	Tree	
woodcut	Logs	0	2204	3184	0	3883	Tree	
woodcut	Logs	0	2209	3169	0	3883	Tree	
woodcut	Logs	0	2209	3172	0	3883	Tree	
woodcut	Logs	0	2210	3192	0	3883	Tree	
woodcut	Logs	0	2212	3136	0	3883	Tree	
woodcut	Logs	0	2212	3155	0	3883	Tree	
woodcut	Logs	0	2212	3188	0	3883	Tree	
woodcut	Logs	0	2213	3141	0	3883	Tree	
woodcut	Logs	0	2214	3162	0	3883	Tree	
woodcut	Logs	0	2215	3145	0	3883	Tree	
woodcut	Logs	0	2215	3148	0	3883	Tree	
woodcut	Logs	0	2217	3186	0	3883	Tree	
woodcut	Logs	0	2217	3194	0	3883	Tree	
woodcut	Logs	0	2218	3184	0	3883	Tree	
woodcut	Logs	0	2221	3158	0	3883	Tree	
woodcut	Logs	0	2221	3173	0	3883	Tree	
woodcut	Logs	0	2222	3149	0	3883	Tree	
woodcut	Logs	0	2222	3179	0	3883	Tree	
woodcut	Logs	0	2222	3194	0	3883	Tree	
woodcut	Logs	0	2224	3171	0	3883	Tree	
woodcut	Logs	0	2224	3187	0	3883	Tree	
woodcut	Logs	0	2225	3176	0	3883	Tree	
woodcut	Logs	0	2226	3184	0	3883	Tree	
woodcut	Logs	0	2226	3192	0	3883	Tree	
woodcut	Logs	0	2229	3198	0	3883	Tree	
woodcut	Logs	0	2230	3140	0	3883	Tree	
woodcut	Logs	0	2230	3145	0	3883	Tree	
woodcut	Logs	0	2230	3175	0	3883	Tree	
woodcut	Logs	0	2231	3183	0	3883	Tree	
woodcut	Logs	0	2231	3191	0	3883	Tree	
woodcut	Logs	0	2233	3152	0	3883	Tree	
woodcut	Logs	0	2234	3177	0	3883	Tree	
woodcut	Logs	0	2234	3182	0	3883	Tree	
woodcut	Logs	0	2235	3146	0	3883	Tree	
woodcut	Logs	0	2235	3190	0	3883	Tree	
woodcut	Logs	0	2236	3188	0	3883	Tree	
woodcut	Logs	0	2237	3162	0	3883	Tree	
woodcut	Logs	0	2238	3140	0	3883	Tree	
woodcut	Logs	0	2238	3146	0	3883	Tree	
woodcut	Logs	0	2178	3210	0	3879	Tree	
woodcut	Logs	0	2178	3227	0	3879	Tree	
woodcut	Logs	0	2181	3219	0	3879	Tree	
woodcut	Logs	0	2181	3229	0	3879	Tree	
woodcut	Logs	0	2184	3201	0	3879	Tree	
woodcut	Logs	0	2184	3206	0	3879	Tree	
woodcut	Logs	0	2184	3225	0	3879	Tree	
woodcut	Logs	0	2185	3212	0	3879	Tree	
woodcut	Logs	0	2185	3219	0	3879	Tree	
woodcut	Logs	0	2187	3215	0	3879	Tree	
woodcut	Logs	0	2189	3200	0	3879	Tree	
woodcut	Logs	0	2192	3214	0	3879	Tree	
woodcut	Logs	0	2193	3203	0	3879	Tree	
woodcut	Logs	0	2197	3205	0	3879	Tree	
woodcut	Logs	0	2199	3201	0	3879	Tree	
woodcut	Logs	0	2200	3207	0	3879	Tree	
woodcut	Logs	0	2212	3208	0	3879	Tree	
woodcut	Logs	0	2216	3200	0	3879	Tree	
woodcut	Logs	0	2216	3217	0	3879	Tree	
woodcut	Logs	0	2216	3225	0	3879	Tree	
woodcut	Logs	0	2216	3259	0	3879	Tree	
woodcut	Logs	0	2217	3206	0	3879	Tree	
woodcut	Logs	0	2217	3254	0	3879	Tree	
woodcut	Logs	0	2220	3217	0	3879	Tree	
woodcut	Logs	0	2223	3261	0	3879	Tree	
woodcut	Logs	0	2224	3222	0	3879	Tree	
woodcut	Logs	0	2224	3252	0	3879	Tree	
woodcut	Logs	0	2225	3214	0	3879	Tree	
woodcut	Logs	0	2227	3221	0	3879	Tree	
woodcut	Logs	0	2227	3242	0	3879	Tree	
woodcut	Logs	0	2227	3250	0	3879	Tree	
woodcut	Logs	0	2227	3258	0	3879	Tree	
woodcut	Logs	0	2231	3210	0	3879	Tree	
woodcut	Logs	0	2231	3261	0	3879	Tree	
woodcut	Logs	0	2232	3204	0	3879	Tree	
woodcut	Logs	0	2232	3213	0	3879	Tree	
woodcut	Logs	0	2232	3245	0	3879	Tree	
woodcut	Logs	0	2233	3200	0	3879	Tree	
woodcut	Logs	0	2233	3254	0	3879	Tree	
woodcut	Logs	0	2233	3258	0	3879	Tree	
woodcut	Logs	0	2234	3251	0	3879	Tree	
woodcut	Logs	0	2234	3261	0	3879	Tree	
woodcut	Logs	0	2177	3218	0	3881	Tree	
woodcut	Logs	0	2178	3213	0	3881	Tree	
woodcut	Logs	0	2181	3226	0	3881	Tree	
woodcut	Logs	0	2183	3216	0	3881	Tree	
woodcut	Logs	0	2187	3206	0	3881	Tree	
woodcut	Logs	0	2189	3212	0	3881	Tree	
woodcut	Logs	0	2194	3209	0	3881	Tree	
woodcut	Logs	0	2196	3202	0	3881	Tree	
woodcut	Logs	0	2204	3201	0	3881	Tree	
woodcut	Logs	0	2218	3203	0	3881	Tree	
woodcut	Logs	0	2219	3224	0	3881	Tree	
woodcut	Logs	0	2221	3201	0	3881	Tree	
woodcut	Logs	0	2223	3208	0	3881	Tree	
woodcut	Logs	0	2224	3258	0	3881	Tree	
woodcut	Logs	0	2226	3204	0	3881	Tree	
woodcut	Logs	0	2228	3210	0	3881	Tree	
woodcut	Logs	0	2230	3201	0	3881	Tree	
woodcut	Logs	0	2180	3216	0	3882	Tree	
woodcut	Logs	0	2181	3213	0	3882	Tree	
woodcut	Logs	0	2188	3209	0	3882	Tree	
woodcut	Logs	0	2190	3206	0	3882	Tree	
woodcut	Logs	0	2191	3209	0	3882	Tree	
woodcut	Logs	0	2194	3206	0	3882	Tree	
woodcut	Logs	0	2220	3206	0	3882	Tree	
woodcut	Logs	0	2222	3214	0	3882	Tree	
woodcut	Logs	0	2223	3205	0	3882	Tree	
woodcut	Logs	0	2225	3255	0	3882	Tree	
woodcut	Logs	0	2228	3261	0	3882	Tree	
woodcut	Logs	0	2176	3224	0	3883	Tree	
woodcut	Logs	0	2177	3230	0	3883	Tree	
woodcut	Logs	0	2180	3232	0	3883	Tree	
woodcut	Logs	0	2182	3207	0	3883	Tree	
woodcut	Logs	0	2184	3222	0	3883	Tree	
woodcut	Logs	0	2190	3215	0	3883	Tree	
woodcut	Logs	0	2192	3217	0	3883	Tree	
woodcut	Logs	0	2194	3212	0	3883	Tree	
woodcut	Logs	0	2195	3216	0	3883	Tree	
woodcut	Logs	0	2200	3215	0	3883	Tree	
woodcut	Logs	0	2202	3201	0	3883	Tree	
woodcut	Logs	0	2203	3210	0	3883	Tree	
woodcut	Logs	0	2205	3205	0	3883	Tree	
woodcut	Logs	0	2207	3200	0	3883	Tree	
woodcut	Logs	0	2207	3203	0	3883	Tree	
woodcut	Logs	0	2210	3205	0	3883	Tree	
woodcut	Logs	0	2211	3200	0	3883	Tree	
woodcut	Logs	0	2212	3205	0	3883	Tree	
woodcut	Logs	0	2213	3211	0	3883	Tree	
woodcut	Logs	0	2214	3258	0	3883	Tree	
woodcut	Logs	0	2215	3253	0	3883	Tree	
woodcut	Logs	0	2216	3204	0	3883	Tree	
woodcut	Logs	0	2217	3252	0	3883	Tree	
woodcut	Logs	0	2218	3262	0	3883	Tree	
woodcut	Logs	0	2221	3261	0	3883	Tree	
woodcut	Logs	0	2223	3256	0	3883	Tree	
woodcut	Logs	0	2227	3253	0	3883	Tree	
woodcut	Logs	0	2230	3243	0	3883	Tree	
woodcut	Logs	0	2232	3221	0	3883	Tree	
woodcut	Logs	0	2236	3254	0	3883	Tree	
woodcut	Logs	0	2237	3252	0	3883	Tree	
woodcut	Logs	0	2237	3259	0	3883	Tree	
woodcut	Logs	0	2237	3262	0	3883	Tree	
woodcut	Logs	0	2176	3287	0	3879	Tree	
woodcut	Logs	0	2177	3276	0	3879	Tree	
woodcut	Logs	0	2179	3273	0	3879	Tree	
woodcut	Logs	0	2188	3266	0	3879	Tree	
woodcut	Logs	0	2188	3270	0	3879	Tree	
woodcut	Logs	0	2191	3265	0	3879	Tree	
woodcut	Logs	0	2222	3267	0	3879	Tree	
woodcut	Logs	0	2225	3269	0	3879	Tree	
woodcut	Logs	0	2231	3264	0	3879	Tree	
woodcut	Logs	0	2176	3264	0	3881	Tree	
woodcut	Logs	0	2176	3273	0	3881	Tree	
woodcut	Logs	0	2178	3269	0	3881	Tree	
woodcut	Logs	0	2181	3270	0	3881	Tree	
woodcut	Logs	0	2185	3264	0	3881	Tree	
woodcut	Logs	0	2185	3270	0	3881	Tree	
woodcut	Logs	0	2216	3285	0	3881	Tree	
woodcut	Logs	0	2222	3264	0	3881	Tree	
woodcut	Logs	0	2224	3284	0	3881	Tree	
woodcut	Logs	0	2228	3267	0	3881	Tree	
woodcut	Logs	0	2239	3287	0	3881	Tree	
woodcut	Logs	0	2179	3266	0	3882	Tree	
woodcut	Logs	0	2182	3264	0	3882	Tree	
woodcut	Logs	0	2209	3284	0	3882	Tree	
woodcut	Logs	0	2225	3265	0	3882	Tree	
woodcut	Logs	0	2228	3264	0	3882	Tree	
woodcut	Logs	0	2201	3289	0	3883	Tree	
woodcut	Logs	0	2206	3284	0	3883	Tree	
woodcut	Logs	0	2214	3283	0	3883	Tree	
woodcut	Logs	0	2221	3288	0	3883	Tree	
woodcut	Logs	0	2226	3288	0	3883	Tree	
woodcut	Logs	0	2228	3284	0	3883	Tree	
woodcut	Logs	0	2234	3288	0	3883	Tree	
woodcut	Logs	0	2238	3283	0	3883	Tree	
woodcut	Charcoal	0	2193	4833	0	1384	Dead tree	
woodcut	Charcoal	0	2193	4838	0	1384	Dead tree	
woodcut	Charcoal	0	2194	4843	0	1384	Dead tree	
woodcut	Charcoal	0	2195	4834	0	1384	Dead tree	
woodcut	Charcoal	0	2196	4832	0	1384	Dead tree	
woodcut	Charcoal	0	2196	4844	0	1384	Dead tree	
woodcut	Charcoal	0	2196	4846	0	1384	Dead tree	
woodcut	Charcoal	0	2198	4835	0	1384	Dead tree	
woodcut	Charcoal	0	2198	4840	0	1384	Dead tree	
woodcut	Charcoal	0	2199	4845	0	1384	Dead tree	
woodcut	Charcoal	0	2200	4847	0	1384	Dead tree	
woodcut	Charcoal	0	2201	4848	0	1384	Dead tree	
woodcut	Charcoal	0	2202	4826	0	1384	Dead tree	
woodcut	Charcoal	0	2202	4831	0	1384	Dead tree	
woodcut	Charcoal	0	2202	4846	0	1384	Dead tree	
woodcut	Charcoal	0	2204	4826	0	1384	Dead tree	
woodcut	Charcoal	0	2207	4830	0	1384	Dead tree	
woodcut	Charcoal	0	2207	4844	0	1384	Dead tree	
woodcut	Charcoal	0	2208	4825	0	1384	Dead tree	
woodcut	Charcoal	0	2209	4828	0	1384	Dead tree	
woodcut	Charcoal	0	2209	4833	0	1384	Dead tree	
woodcut	Charcoal	0	2209	4843	0	1384	Dead tree	
woodcut	Charcoal	0	2209	4848	0	1384	Dead tree	
woodcut	Charcoal	0	2210	4826	0	1384	Dead tree	
woodcut	Charcoal	0	2210	4827	0	1384	Dead tree	
woodcut	Charcoal	0	2211	4847	0	1384	Dead tree	
woodcut	Charcoal	0	2213	4831	0	1384	Dead tree	
woodcut	Charcoal	0	2213	4835	0	1384	Dead tree	
woodcut	Charcoal	0	2213	4845	0	1384	Dead tree	
woodcut	Charcoal	0	2214	4830	0	1384	Dead tree	
woodcut	Charcoal	0	2214	4838	0	1384	Dead tree	
woodcut	Charcoal	0	2214	4840	0	1384	Dead tree	
woodcut	Charcoal	0	2215	4834	0	1384	Dead tree	
woodcut	Charcoal	0	2215	4842	0	1384	Dead tree	
woodcut	Charcoal	0	2215	4845	0	1384	Dead tree	
woodcut	Charcoal	0	2216	4832	0	1384	Dead tree	
woodcut	Charcoal	0	2216	4837	0	1384	Dead tree	
woodcut	Charcoal	0	2217	4832	0	1384	Dead tree	
woodcut	Charcoal	0	2217	4841	0	1384	Dead tree	
woodcut	Charcoal	0	2218	4838	0	1384	Dead tree	
woodcut	Logs	0	2241	3133	0	3879	Tree	
woodcut	Logs	0	2276	3133	0	3879	Tree	
woodcut	Logs	0	2279	3131	0	3879	Tree	
woodcut	Magic logs	75	2284	3137	0	1306	Magic tree	
woodcut	Magic logs	75	2285	3143	0	1306	Magic tree	
woodcut	Magic logs	75	2286	3138	0	1306	Magic tree	
mining	Adamantite ore	70	2278	3156	0	2104	Rocks	
mining	Adamantite ore	70	2279	3159	0	2104	Rocks	
mining	Adamantite ore	70	2279	3161	0	2104	Rocks	
mining	Adamantite ore	70	2280	3157	0	2104	Rocks	
woodcut	Logs	0	2240	3169	0	3879	Tree	
woodcut	Logs	0	2243	3165	0	3879	Tree	
woodcut	Logs	0	2245	3170	0	3879	Tree	
woodcut	Logs	0	2245	3174	0	3879	Tree	
woodcut	Logs	0	2248	3158	0	3879	Tree	
woodcut	Logs	0	2248	3170	0	3879	Tree	
woodcut	Logs	0	2248	3173	0	3879	Tree	
woodcut	Logs	0	2249	3164	0	3879	Tree	
woodcut	Logs	0	2251	3161	0	3879	Tree	
woodcut	Logs	0	2251	3195	0	3879	Tree	
woodcut	Logs	0	2252	3156	0	3879	Tree	
woodcut	Logs	0	2254	3198	0	3879	Tree	
woodcut	Logs	0	2258	3196	0	3879	Tree	
woodcut	Logs	0	2260	3163	0	3879	Tree	
woodcut	Logs	0	2262	3175	0	3879	Tree	
woodcut	Logs	0	2263	3181	0	3879	Tree	
woodcut	Logs	0	2264	3162	0	3879	Tree	
woodcut	Logs	0	2265	3177	0	3879	Tree	
woodcut	Logs	0	2265	3186	0	3879	Tree	
woodcut	Logs	0	2266	3174	0	3879	Tree	
woodcut	Logs	0	2267	3149	0	3879	Tree	
woodcut	Logs	0	2267	3165	0	3879	Tree	
woodcut	Logs	0	2268	3188	0	3879	Tree	
woodcut	Logs	0	2268	3194	0	3879	Tree	
woodcut	Logs	0	2269	3142	0	3879	Tree	
woodcut	Logs	0	2269	3145	0	3879	Tree	
woodcut	Logs	0	2269	3169	0	3879	Tree	
woodcut	Logs	0	2269	3179	0	3879	Tree	
woodcut	Logs	0	2270	3173	0	3879	Tree	
woodcut	Logs	0	2270	3182	0	3879	Tree	
woodcut	Logs	0	2271	3138	0	3879	Tree	
woodcut	Logs	0	2274	3137	0	3879	Tree	
woodcut	Logs	0	2274	3160	0	3879	Tree	
woodcut	Logs	0	2274	3194	0	3879	Tree	
woodcut	Logs	0	2275	3140	0	3879	Tree	
woodcut	Logs	0	2275	3157	0	3879	Tree	
woodcut	Logs	0	2275	3164	0	3879	Tree	
woodcut	Logs	0	2275	3191	0	3879	Tree	
woodcut	Logs	0	2277	3170	0	3879	Tree	
woodcut	Logs	0	2277	3197	0	3879	Tree	
woodcut	Logs	0	2278	3142	0	3879	Tree	
