kind	mapfunction	icon	name	id	absX	absZ	level
loc	26	Fishing Spot	fishing_point_icon	2759	2537	3405	0
loc	6	Quest Start	quest_start_icon	2739	2522	3498	0
loc	49	?	agility_training_icon	775	2545	3569	0
loc	0	General Store	general_store_icon	2733	2509	3640	1
loc	6	Quest Start	quest_start_icon	2739	2508	3635	0
loc	12	Dungeon	dungeonentrance_icon	2745	2509	3644	0
loc	2	Magic Shop	magic_store_icon	2735	2595	3087	1
loc	5	Bank	bank_store_icon	2738	2612	3093	0
loc	10	Anvil	anvil_icon	2743	2613	3080	0
loc	12	Dungeon	dungeonentrance_icon	2745	2570	3123	0
loc	12	Dungeon	dungeonentrance_icon	2745	2605	3079	0
loc	37	Cookery Shop	cooking_store_icon	2770	2566	3098	0
loc	39	Water Source	water_source_icon	2771	2567	3093	0
loc	40	Cooking Range	range_icon	2772	2567	3104	0
loc	6	Quest Start	quest_start_icon	2739	2566	3199	0
loc	31	Pub/Bar	beer_store_icon	2764	2566	3142	0
loc	39	Water Source	water_source_icon	2771	2563	3173	0
loc	39	Water Source	water_source_icon	2771	2564	3166	0
loc	39	Water Source	water_source_icon	2771	2592	3188	0
loc	39	Water Source	water_source_icon	2771	2609	3187	0
loc	39	Water Source	water_source_icon	2771	2611	3195	0
loc	40	Cooking Range	range_icon	2772	2579	3198	0
loc	6	Quest Start	quest_start_icon	2739	2569	3249	0
loc	6	Quest Start	quest_start_icon	2739	2606	3209	0
loc	8	Mining Site	mining_site_icon	2741	2600	3232	0
loc	12	Dungeon	dungeonentrance_icon	2745	2586	3234	0
loc	19	Altar	altar_icon	2752	2605	3208	0
loc	19	Altar	altar_icon	2752	2608	3208	0
loc	40	Cooking Range	range_icon	2772	2591	3210	0
loc	0	General Store	general_store_icon	2733	2614	3294	0
loc	6	Quest Start	quest_start_icon	2739	2566	3271	0
loc	6	Quest Start	quest_start_icon	2739	2575	3320	0
loc	6	Quest Start	quest_start_icon	2739	2620	3297	0
loc	6	Quest Start	quest_start_icon	2739	2576	3293	1
loc	9	Furnace	furnace_icon	2742	2602	3311	0
loc	19	Altar	altar_icon	2752	2618	3309	0
loc	31	Pub/Bar	beer_store_icon	2764	2575	3322	0
loc	42	Potters Wheel	pottery_icon	2774	2589	3327	0
loc	5	Bank	bank_store_icon	2738	2617	3336	0
loc	6	Quest Start	quest_start_icon	2739	2568	3334	0
loc	6	Quest Start	quest_start_icon	2739	2592	3335	0
loc	12	Dungeon	dungeonentrance_icon	2745	2562	3356	0
loc	26	Fishing Spot	fishing_point_icon	2759	2561	3374	0
loc	26	Fishing Spot	fishing_point_icon	2759	2566	3370	0
loc	5	Bank	bank_store_icon	2738	2584	3420	0
loc	25	Fishing Shop	fishing_store_icon	2758	2595	3401	0
loc	26	Fishing Spot	fishing_point_icon	2759	2605	3423	0
loc	26	Fishing Spot	fishing_point_icon	2759	2606	3416	0
loc	26	Fishing Spot	fishing_point_icon	2759	2612	3413	0
loc	40	Cooking Range	range_icon	2772	2616	3397	0
loc	6	Quest Start	quest_start_icon	2739	2575	3464	0
loc	8	Mining Site	mining_site_icon	2741	2581	3484	0
loc	34	Rare Trees	rare_trees_icon	2767	2580	3504	0
loc	34	Rare Trees	rare_trees_icon	2767	2608	3505	0
loc	9	Furnace	furnace_icon	2742	2617	3667	0
loc	10	Anvil	anvil_icon	2743	2620	3663	0
loc	35	Spinning Wheel	spinningwheel_icon	2768	2617	3659	0
loc	42	Potters Wheel	pottery_icon	2774	2616	3662	0
loc	8	Mining Site	mining_site_icon	2741	2671	9680	0
loc	6	Quest Start	quest_start_icon	2739	2630	2981	0
loc	38	???	minigame_start_icon	738	2668	3163	0
loc	0	General Store	general_store_icon	2733	2641	3171	0
loc	0	General Store	general_store_icon	2733	2656	3152	0
loc	8	Mining Site	mining_site_icon	2741	2631	3142	0
loc	8	Mining Site	mining_site_icon	2741	2652	3172	0
loc	10	Anvil	anvil_icon	2743	2652	3165	0
loc	40	Cooking Range	range_icon	2772	2632	3164	0
loc	40	Cooking Range	range_icon	2772	2636	3171	0
loc	5	Bank	bank_store_icon	2738	2657	3284	0
loc	14	Platebody Shop	plate_store_icon	2747	2653	3294	0
loc	22	Gem Shop	gem_store_icon	2755	2668	3303	0
loc	29	Silk Trader	silk_store_icon	2762	2657	3303	0
loc	29	Silk Trader	silk_store_icon	2762	2663	3314	0
loc	36	Food Shop	food_store_icon	2769	2656	3311	0
loc	36	Food Shop	food_store_icon	2769	2668	3310	0
loc	39	Water Source	water_source_icon	2771	2630	3311	0
loc	39	Water Source	water_source_icon	2771	2641	3311	0
loc	39	Water Source	water_source_icon	2771	2658	3272	0
loc	40	Cooking Range	range_icon	2772	2648	3298	0
loc	46	Silver Shop	silver_store_icon	2778	2658	3314	0
loc	47	Fur Trader	fur_store_icon	2779	2664	3296	0
loc	48	Spice Shop	spice_store_icon	2780	2659	3297	0
loc	40	Cooking Range	range_icon	2772	2643	3355	0
loc	43	Windmill	flour_mill_icon	2775	2632	3385	0
loc	10	Anvil	anvil_icon	2743	2637	3417	0
loc	12	Dungeon	dungeonentrance_icon	2745	2677	3404	0
loc	26	Fishing Spot	fishing_point_icon	2759	2627	3415	0
loc	26	Fishing Spot	fishing_point_icon	2759	2630	3435	0
loc	26	Fishing Spot	fishing_point_icon	2759	2632	3425	0
loc	26	Fishing Spot	fishing_point_icon	2759	2637	3444	0
loc	40	Cooking Range	range_icon	2772	2637	3432	0
loc	4	Helmet Shop	helmet_store_icon	2737	2664	3693	0
loc	6	Quest Start	quest_start_icon	2739	2658	3669	0
loc	8	Mining Site	mining_site_icon	2741	2683	3704	0
loc	25	Fishing Shop	fishing_store_icon	2758	2638	3672	0
loc	25	Fishing Shop	fishing_store_icon	2758	2638	3680	0
loc	25	Fishing Shop	fishing_store_icon	2758	2647	3676	0
loc	26	Fishing Spot	fishing_point_icon	2759	2633	3694	0
loc	26	Fishing Spot	fishing_point_icon	2759	2641	3700	0
loc	26	Fishing Spot	fishing_point_icon	2759	2644	3709	0
loc	27	Clothes Shop	clothing_store_icon	2760	2625	3674	0
loc	47	Fur Trader	fur_store_icon	2779	2638	3676	0
loc	47	Fur Trader	fur_store_icon	2779	2647	3680	0
loc	26	Fishing Spot	fishing_point_icon	2759	2668	4710	0
loc	26	Fishing Spot	fishing_point_icon	2759	2673	4708	0
loc	26	Fishing Spot	fishing_point_icon	2759	2679	4702	0
loc	40	Cooking Range	range_icon	2772	2630	4731	0
loc	8	Mining Site	mining_site_icon	2741	2744	3150	0
loc	6	Quest Start	quest_start_icon	2739	2716	3302	0
loc	12	Dungeon	dungeonentrance_icon	2745	2696	3282	0
loc	8	Mining Site	mining_site_icon	2741	2695	3332	0
loc	8	Mining Site	mining_site_icon	2741	2710	3331	0
loc	34	Rare Trees	rare_trees_icon	2767	2713	3382	0
loc	34	Rare Trees	rare_trees_icon	2767	2734	3334	0
loc	6	Quest Start	quest_start_icon	2739	2702	3399	0
loc	34	Rare Trees	rare_trees_icon	2767	2696	3423	0
loc	34	Rare Trees	rare_trees_icon	2767	2705	3397	0
loc	40	Cooking Range	range_icon	2772	2706	3405	0
loc	5	Bank	bank_store_icon	2738	2726	3492	0
loc	6	Quest Start	quest_start_icon	2739	2715	3482	0
loc	8	Mining Site	mining_site_icon	2741	2698	3506	0
loc	10	Anvil	anvil_icon	2743	2709	3491	0
loc	19	Altar	altar_icon	2752	2694	3460	0
loc	19	Altar	altar_icon	2752	2750	3501	1
loc	31	Pub/Bar	beer_store_icon	2764	2691	3489	0
loc	31	Pub/Bar	beer_store_icon	2764	2737	3461	1
loc	34	Rare Trees	rare_trees_icon	2767	2711	3510	0
loc	34	Rare Trees	rare_trees_icon	2767	2715	3460	0
loc	34	Rare Trees	rare_trees_icon	2767	2721	3465	0
loc	34	Rare Trees	rare_trees_icon	2767	2727	3501	0
loc	34	Rare Trees	rare_trees_icon	2767	2729	3481	0
loc	34	Rare Trees	rare_trees_icon	2767	2749	3466	0
loc	35	Spinning Wheel	spinningwheel_icon	2768	2711	3471	1
loc	39	Water Source	water_source_icon	2771	2699	3473	0
loc	39	Water Source	water_source_icon	2771	2750	3486	0
loc	40	Cooking Range	range_icon	2772	2716	3476	0
loc	6	Quest Start	quest_start_icon	2739	2741	3562	0
loc	26	Fishing Spot	fishing_point_icon	2759	2715	3531	0
loc	26	Fishing Spot	fishing_point_icon	2759	2726	3524	0
loc	34	Rare Trees	rare_trees_icon	2767	2711	3570	0
loc	39	Water Source	water_source_icon	2771	2733	3580	0
loc	39	Water Source	water_source_icon	2771	2747	3563	0
loc	40	Cooking Range	range_icon	2772	2734	3582	0
loc	34	Rare Trees	rare_trees_icon	2767	2739	3639	0
loc	8	Mining Site	mining_site_icon	2741	2725	3693	0
loc	0	General Store	general_store_icon	2733	2767	3122	0
loc	6	Quest Start	quest_start_icon	2739	2780	3087	0
loc	6	Quest Start	quest_start_icon	2739	2810	3086	0
loc	6	Quest Start	quest_start_icon	2739	2780	3087	1
loc	10	Anvil	anvil_icon	2743	2791	3101	0
loc	38	???	minigame_start_icon	738	2809	3194	0
loc	6	Quest Start	quest_start_icon	2739	2791	3182	0
loc	7	Amulet Shop	amulet_store_icon	2740	2803	3152	0
loc	26	Fishing Spot	fishing_point_icon	2759	2768	3165	0
loc	31	Pub/Bar	beer_store_icon	2764	2794	3155	0
loc	36	Food Shop	food_store_icon	2769	2793	3187	0
loc	39	Water Source	water_source_icon	2771	2791	3193	0
loc	39	Water Source	water_source_icon	2771	2799	3195	0
loc	40	Cooking Range	range_icon	2772	2787	3192	0
loc	40	Cooking Range	range_icon	2772	2814	3162	0
loc	26	Fishing Spot	fishing_point_icon	2759	2789	3273	0
loc	26	Fishing Spot	fishing_point_icon	2759	2794	3283	0
loc	26	Fishing Spot	fishing_point_icon	2759	2795	3279	0
loc	40	Cooking Range	range_icon	2772	2763	3274	1
loc	20	Herbalist	herbalist_store_icon	2753	2810	3343	0
loc	39	Water Source	water_source_icon	2771	2811	3347	0
loc	0	General Store	general_store_icon	2733	2803	3432	0
loc	5	Bank	bank_store_icon	2738	2809	3442	0
loc	24	Candle Shop	candle_store_icon	2757	2800	3439	0
loc	34	Rare Trees	rare_trees_icon	2767	2758	3431	0
loc	6	Quest Start	quest_start_icon	2739	2764	3515	0
loc	39	Water Source	water_source_icon	2771	2757	3498	0
loc	39	Water Source	water_source_icon	2771	2761	3479	0
loc	39	Water Source	water_source_icon	2771	2766	3479	0
loc	39	Water Source	water_source_icon	2771	2767	3486	0
loc	39	Water Source	water_source_icon	2771	2771	3479	0
loc	39	Water Source	water_source_icon	2771	2772	3516	0
loc	40	Cooking Range	range_icon	2772	2758	4731	0
loc	8	Mining Site	mining_site_icon	2741	2862	9578	0
loc	31	Pub/Bar	beer_store_icon	2764	2865	9876	0
loc	0	General Store	general_store_icon	2733	2825	2958	0
loc	5	Bank	bank_store_icon	2738	2852	2954	0
loc	8	Mining Site	mining_site_icon	2741	2823	3001	0
loc	9	Furnace	furnace_icon	2742	2857	2967	0
loc	25	Fishing Shop	fishing_store_icon	2758	2870	2972	0
loc	26	Fishing Spot	fishing_point_icon	2759	2855	2977	0
loc	26	Fishing Spot	fishing_point_icon	2759	2856	2973	0
loc	26	Fishing Spot	fishing_point_icon	2759	2859	2976	0
loc	26	Fishing Spot	fishing_point_icon	2759	2863	2972	0
loc	26	Fishing Spot	fishing_point_icon	2759	2863	2975	0
loc	31	Pub/Bar	beer_store_icon	2764	2863	2996	1
loc	8	Mining Site	mining_site_icon	2741	2849	3033	0
loc	12	Dungeon	dungeonentrance_icon	2745	2824	3118	0
loc	12	Dungeon	dungeonentrance_icon	2745	2857	3168	0
loc	8	Mining Site	mining_site_icon	2741	2819	3247	0
loc	8	Mining Site	mining_site_icon	2741	2836	3245	0
loc	12	Dungeon	dungeonentrance_icon	2745	2834	3256	0
loc	8	Mining Site	mining_site_icon	2741	2832	3296	0
loc	8	Mining Site	mining_site_icon	2741	2861	3287	0
loc	9	Furnace	furnace_icon	2742	2834	3352	0
loc	12	Dungeon	dungeonentrance_icon	2745	2820	3374	0
loc	19	Altar	altar_icon	2752	2853	3348	0
loc	26	Fishing Spot	fishing_point_icon	2759	2842	3356	0
loc	26	Fishing Spot	fishing_point_icon	2759	2843	3359	0
loc	26	Fishing Spot	fishing_point_icon	2759	2848	3361	0
loc	26	Fishing Spot	fishing_point_icon	2759	2876	3331	0
loc	26	Fishing Spot	fishing_point_icon	2759	2876	3342	0
loc	26	Fishing Spot	fishing_point_icon	2759	2879	3334	0
loc	26	Fishing Spot	fishing_point_icon	2759	2879	3339	0
loc	40	Cooking Range	range_icon	2772	2822	3351	0
loc	40	Cooking Range	range_icon	2772	2844	3367	0
loc	40	Cooking Range	range_icon	2772	2857	3334	0
loc	17	Archery Shop	archery_store_icon	2750	2823	3442	0
loc	25	Fishing Shop	fishing_store_icon	2758	2833	3443	0
loc	26	Fishing Spot	fishing_point_icon	2759	2837	3431	0
loc	26	Fishing Spot	fishing_point_icon	2759	2845	3429	0
loc	26	Fishing Spot	fishing_point_icon	2759	2854	3423	0
loc	26	Fishing Spot	fishing_point_icon	2759	2860	3426	0
loc	39	Water Source	water_source_icon	2771	2819	3449	0
loc	39	Water Source	water_source_icon	2771	2830	3441	0
loc	40	Cooking Range	range_icon	2772	2818	3444	0
loc	40	Cooking Range	range_icon	2772	2819	3455	0
loc	6	Quest Start	quest_start_icon	2739	2821	3487	0
loc	6	Quest Start	quest_start_icon	2739	2877	3482	0
loc	12	Dungeon	dungeonentrance_icon	2745	2824	3510	0
loc	12	Dungeon	dungeonentrance_icon	2745	2847	3516	0
loc	39	Water Source	water_source_icon	2771	2925	9710	0
loc	40	Cooking Range	range_icon	2772	2923	9713	0
loc	26	Fishing Spot	fishing_point_icon	2759	2884	9765	0
loc	26	Fishing Spot	fishing_point_icon	2759	2890	9766	0
loc	26	Fishing Spot	fishing_point_icon	2759	2894	9764	0
loc	8	Mining Site	mining_site_icon	2741	2915	9916	0
loc	8	Mining Site	mining_site_icon	2741	2922	9904	0
loc	8	Mining Site	mining_site_icon	2741	2940	9898	0
loc	8	Mining Site	mining_site_icon	2741	2941	9884	0
loc	6	Quest Start	quest_start_icon	2739	2883	2951	0
loc	26	Fishing Spot	fishing_point_icon	2759	2899	3119	0
loc	26	Fishing Spot	fishing_point_icon	2759	2912	3119	0
loc	0	General Store	general_store_icon	2733	2905	3148	0
loc	26	Fishing Spot	fishing_point_icon	2759	2923	3180	0
loc	26	Fishing Spot	fishing_point_icon	2759	2925	3181	0
loc	26	Fishing Spot	fishing_point_icon	2759	2926	3179	0
loc	31	Pub/Bar	beer_store_icon	2764	2926	3143	0
loc	39	Water Source	water_source_icon	2771	2916	3142	0
loc	34	Rare Trees	rare_trees_icon	2767	2937	3233	0
loc	8	Mining Site	mining_site_icon	2741	2940	3282	0
loc	33	Tannery	tanner_store_icon	2766	2936	3283	1
loc	35	Spinning Wheel	spinningwheel_icon	2768	2936	3287	1
loc	39	Water Source	water_source_icon	2771	2933	3280	0
loc	40	Cooking Range	range_icon	2772	2917	3318	0
loc	42	Potters Wheel	pottery_icon	2774	2930	3292	0
loc	42	Potters Wheel	pottery_icon	2774	2937	3289	0
loc	8	Mining Site	mining_site_icon	2741	2908	3362	0
loc	1	Sword Shop	sword_store_icon	2734	2885	3450	0
loc	6	Quest Start	quest_start_icon	2739	2901	3428	0
loc	6	Quest Start	quest_start_icon	2739	2897	3426	1
loc	12	Dungeon	dungeonentrance_icon	2745	2884	3397	0
loc	20	Herbalist	herbalist_store_icon	2753	2896	3428	0
loc	39	Water Source	water_source_icon	2771	2891	3441	0
loc	6	Quest Start	quest_start_icon	2739	2904	3511	0
loc	6	Quest Start	quest_start_icon	2739	2924	3486	0
loc	6	Quest Start	quest_start_icon	2739	2928	3456	0
loc	19	Altar	altar_icon	2752	2926	3484	0
loc	19	Altar	altar_icon	2752	2933	3513	0
loc	19	Altar	altar_icon	2752	2889	3511	1
loc	38	???	minigame_start_icon	738	2901	3565	0
loc	0	General Store	general_store_icon	2733	2927	3546	0
loc	6	Quest Start	quest_start_icon	2739	2896	3528	0
loc	10	Anvil	anvil_icon	2743	2918	3573	0
loc	11	Combat Training	combattraining_store_icon	2744	2901	3533	0
loc	31	Pub/Bar	beer_store_icon	2764	2907	3538	0
loc	39	Water Source	water_source_icon	2771	2894	3556	0
loc	39	Water Source	water_source_icon	2771	2920	3548	0
loc	39	Water Source	water_source_icon	2771	2922	3561	0
loc	6	Quest Start	quest_start_icon	2739	2930	4712	2
loc	31	Pub/Bar	beer_store_icon	2764	2940	4678	0
loc	39	Water Source	water_source_icon	2771	2933	4702	0
loc	39	Water Source	water_source_icon	2771	2941	4714	0
loc	40	Cooking Range	range_icon	2772	2933	4699	0
loc	0	General Store	general_store_icon	2733	2994	9828	0
loc	44	Mining Shop	mining_shop_icon	2776	2998	9844	0
loc	10	Anvil	anvil_icon	2743	2999	3144	0
loc	19	Altar	altar_icon	2752	2991	3177	0
loc	26	Fishing Spot	fishing_point_icon	2759	2986	3176	0
loc	26	Fishing Spot	fishing_point_icon	2759	2996	3158	0
loc	0	General Store	general_store_icon	2733	2947	3215	0
loc	6	Quest Start	quest_start_icon	2739	2966	3207	0
loc	8	Mining Site	mining_site_icon	2741	2978	3240	0
loc	23	Crafting Shop	crafting_store_icon	2756	2950	3205	0
loc	39	Water Source	water_source_icon	2771	2956	3212	0
loc	40	Cooking Range	range_icon	2772	2970	3209	0
loc	34	Rare Trees	rare_trees_icon	2767	2996	3312	0
loc	35	Spinning Wheel	spinningwheel_icon	2768	2982	3314	0
loc	39	Water Source	water_source_icon	2771	2986	3315	0
loc	45	Chainmail Shop	chain_shop_icon	2777	2972	3313	0
loc	0	General Store	general_store_icon	2733	2956	3389	0
loc	5	Bank	bank_store_icon	2738	2947	3368	0
loc	6	Quest Start	quest_start_icon	2739	2977	3342	0
loc	6	Quest Start	quest_start_icon	2739	2960	3336	2
loc	9	Furnace	furnace_icon	2742	2976	3369	0
loc	18	Shield Shop	shield_store_icon	2751	2977	3383	0
loc	22	Gem Shop	gem_store_icon	2755	2944	3334	0
loc	31	Pub/Bar	beer_store_icon	2764	2957	3368	0
loc	32	Mace Shop	mace_store_icon	2765	2950	3386	0
loc	39	Water Source	water_source_icon	2771	2950	3382	0
loc	40	Cooking Range	range_icon	2772	2971	3328	0
loc	40	Cooking Range	range_icon	2772	2988	3366	0
loc	6	Quest Start	quest_start_icon	2739	2953	3450	0
loc	10	Anvil	anvil_icon	2743	2950	3451	0
loc	10	Anvil	anvil_icon	2743	2991	3689	0
loc	19	Altar	altar_icon	2752	2946	3820	0
loc	49	?	agility_training_icon	775	2998	3917	0
loc	8	Mining Site	mining_site_icon	2741	3038	9775	0
loc	8	Mining Site	mining_site_icon	2741	3040	9763	0
loc	8	Mining Site	mining_site_icon	2741	3044	9739	0
loc	8	Mining Site	mining_site_icon	2741	3029	9809	0
loc	8	Mining Site	mining_site_icon	2741	3032	9828	0
loc	8	Mining Site	mining_site_icon	2741	3052	9820	0
loc	10	Anvil	anvil_icon	2743	3012	9811	0
loc	10	Anvil	anvil_icon	2743	3012	9814	0
loc	44	Mining Shop	mining_shop_icon	2776	3036	9846	0
loc	12	Dungeon	dungeonentrance_icon	2745	3009	3150	0
loc	2	Magic Shop	magic_store_icon	2735	3014	3259	0
loc	3	Axe Shop	axe_store_icon	2736	3026	3250	0
loc	6	Quest Start	quest_start_icon	2739	3047	3257	0
loc	6	Quest Start	quest_start_icon	2739	3054	3247	1
loc	21	Jewelery	jewlery_store_icon	2754	3014	3248	0
loc	25	Fishing Shop	fishing_store_icon	2758	3013	3226	0
loc	31	Pub/Bar	beer_store_icon	2764	3048	3256	0
loc	36	Food Shop	food_store_icon	2769	3014	3205	0
loc	39	Water Source	water_source_icon	2771	3027	3262	0
loc	40	Cooking Range	range_icon	2772	3019	3237	0
loc	34	Rare Trees	rare_trees_icon	2767	3017	3309	0
loc	34	Rare Trees	rare_trees_icon	2767	3042	3320	0
loc	34	Rare Trees	rare_trees_icon	2767	3053	3272	0
loc	39	Water Source	water_source_icon	2771	3021	3288	0
loc	5	Bank	bank_store_icon	2738	3015	3355	0
loc	39	Water Source	water_source_icon	2771	3038	3353	0
loc	39	Water Source	water_source_icon	2771	3051	3348	0
loc	40	Cooking Range	range_icon	2772	3036	3343	0
loc	40	Cooking Range	range_icon	2772	3039	3367	0
loc	40	Cooking Range	range_icon	2772	3046	3376	0
loc	40	Cooking Range	range_icon	2772	3052	3356	0
loc	19	Altar	altar_icon	2752	3028	3510	1
loc	19	Altar	altar_icon	2752	3052	3498	1
loc	39	Water Source	water_source_icon	2771	3049	3486	0
loc	39	Water Source	water_source_icon	2771	3049	3494	0
loc	39	Water Source	water_source_icon	2771	3055	3486	0
loc	39	Water Source	water_source_icon	2771	3055	3494	0
loc	8	Mining Site	mining_site_icon	2741	3016	3593	0
loc	0	General Store	general_store_icon	2733	3026	3701	0
loc	26	Fishing Spot	fishing_point_icon	2759	3050	3704	0
loc	36	Food Shop	food_store_icon	2769	3038	3706	0
loc	8	Mining Site	mining_site_icon	2741	3060	3884	0
loc	12	Dungeon	dungeonentrance_icon	2745	3017	3849	0
loc	12	Dungeon	dungeonentrance_icon	2745	3069	3856	0
loc	8	Mining Site	mining_site_icon	2741	3057	3945	0
loc	10	Anvil	anvil_icon	2743	3063	3952	0
loc	12	Dungeon	dungeonentrance_icon	2745	3045	3924	0
loc	8	Mining Site	mining_site_icon	2741	3075	9505	0
loc	8	Mining Site	mining_site_icon	2741	3088	9499	0
loc	9	Furnace	furnace_icon	2742	3079	9496	0
loc	10	Anvil	anvil_icon	2743	3075	9498	0
loc	10	Anvil	anvil_icon	2743	3083	9498	0
loc	6	Quest Start	quest_start_icon	2739	3086	3122	0
loc	26	Fishing Spot	fishing_point_icon	2759	3101	3091	0
loc	40	Cooking Range	range_icon	2772	3075	3081	0
loc	6	Quest Start	quest_start_icon	2739	3109	3160	0
loc	6	Quest Start	quest_start_icon	2739	3104	3164	2
loc	39	Water Source	water_source_icon	2771	3116	3168	0
loc	5	Bank	bank_store_icon	2738	3094	3243	0
loc	26	Fishing Spot	fishing_point_icon	2759	3085	3228	0
loc	6	Quest Start	quest_start_icon	2739	3097	3266	0
loc	6	Quest Start	quest_start_icon	2739	3110	3330	0
loc	40	Cooking Range	range_icon	2772	3097	3367	0
loc	4	Helmet Shop	helmet_store_icon	2737	3074	3429	0
loc	8	Mining Site	mining_site_icon	2741	3087	3417	0
loc	8	Mining Site	mining_site_icon	2741	3087	3434	0
loc	26	Fishing Spot	fishing_point_icon	2759	3104	3424	0
loc	26	Fishing Spot	fishing_point_icon	2759	3110	3433	0
loc	31	Pub/Bar	beer_store_icon	2764	3079	3441	0
loc	35	Spinning Wheel	spinningwheel_icon	2768	3081	3430	0
loc	42	Potters Wheel	pottery_icon	2774	3085	3409	0
loc	0	General Store	general_store_icon	2733	3080	3509	0
loc	5	Bank	bank_store_icon	2738	3094	3494	0
loc	12	Dungeon	dungeonentrance_icon	2745	3095	3469	0
loc	34	Rare Trees	rare_trees_icon	2767	3086	3469	0
loc	34	Rare Trees	rare_trees_icon	2767	3086	3481	0
loc	39	Water Source	water_source_icon	2771	3084	3502	0
loc	40	Cooking Range	range_icon	2772	3081	3508	1
loc	8	Mining Site	mining_site_icon	2741	3105	3569	0
loc	8	Mining Site	mining_site_icon	2741	3087	3763	0
loc	38	???	minigame_start_icon	738	3092	3957	0
loc	0	General Store	general_store_icon	2733	3145	9567	0
loc	5	Bank	bank_store_icon	2738	3151	9579	0
loc	9	Furnace	furnace_icon	2742	3168	9593	0
loc	39	Water Source	water_source_icon	2771	3178	9562	0
loc	39	Water Source	water_source_icon	2771	3178	9570	0
loc	40	Cooking Range	range_icon	2772	3151	9559	0
loc	43	Windmill	flour_mill_icon	2775	3171	9577	0
loc	39	Water Source	water_source_icon	2771	3155	3122	0
loc	6	Quest Start	quest_start_icon	2739	3147	3201	0
loc	34	Rare Trees	rare_trees_icon	2767	3147	3255	0
loc	34	Rare Trees	rare_trees_icon	2767	3152	3231	0
